query_uid,et3,qpp5
fever:147721,ce100,ce100
fever:147730,ce20,ce100
fever:147742,ce100,ce100
fever:147762,ce20,ce100
fever:147769,bm25,bm25
fever:147781,ce100,ce100
fever:147831,ce20,ce100
fever:147845,ce100,ce100
fever:14790,ce20,ce100
fever:147935,ce100,ce100
fever:147936,ce20,ce100
fever:147952,ce20,ce100
fever:147979,ce20,ce100
fever:14799,ce20,ce100
fever:1480,ce20,bm25
fever:14800,ce100,ce100
fever:148036,ce100,ce100
fever:148055,ce100,ce100
fever:148057,ce100,ce100
fever:1481,ce20,ce100
fever:148121,ce100,ce100
fever:148140,ce20,ce100
fever:148149,ce100,ce100
fever:148152,ce100,ce100
fever:148164,ce20,ce100
fever:148167,ce20,ce100
fever:148171,ce20,ce100
fever:148173,ce20,ce100
fever:148180,ce20,bm25
fever:14819,ce20,ce100
fever:14820,ce20,ce100
fever:148205,ce20,ce100
fever:148211,ce100,ce100
fever:148234,ce20,ce100
fever:148244,ce20,ce100
fever:148255,ce20,ce100
fever:148263,ce100,ce100
fever:148295,ce100,ce100
fever:148304,bm25,bm25
fever:148309,bm25,bm25
fever:148329,bm25,bm25
fever:148335,ce100,ce100
fever:148362,ce20,ce100
fever:14837,bm25,bm25
fever:148376,ce20,ce100
fever:148377,ce20,ce100
fever:148388,ce20,ce100
fever:1484,bm25,bm25
fever:148437,ce20,bm25
fever:14847,ce20,ce100
fever:148471,ce100,ce100
fever:148484,ce20,ce100
fever:148534,ce100,ce100
fever:148541,ce100,ce100
fever:14855,ce20,ce100
fever:148551,ce20,ce100
fever:148569,ce100,ce100
fever:148595,ce20,ce100
fever:148599,ce20,ce100
fever:148610,ce100,ce100
fever:148616,ce20,ce100
fever:148632,ce100,ce100
fever:148642,bm25,bm25
fever:148650,ce20,ce100
fever:148655,ce20,ce100
fever:148661,ce20,ce100
fever:148674,ce100,ce100
fever:148689,ce20,ce100
fever:148696,ce100,ce100
fever:148735,ce20,bm25
fever:148750,ce100,ce100
fever:148755,ce100,ce100
fever:148776,ce20,ce100
fever:148779,bm25,bm25
fever:14879,ce100,ce100
fever:148798,ce100,ce100
fever:148830,ce20,ce100
fever:148844,ce20,ce100
fever:148882,ce20,ce100
fever:148922,ce100,ce100
fever:148929,ce100,ce100
fever:148947,ce100,ce100
fever:148966,ce20,ce100
fever:148979,ce20,ce100
fever:148981,ce100,ce100
fever:14900,ce20,ce100
fever:14901,ce100,ce100
fever:149033,ce20,ce100
fever:149038,ce20,ce100
fever:149042,ce100,ce100
fever:149051,ce100,ce100
fever:149063,ce100,ce100
fever:149087,ce100,ce100
fever:149130,ce20,ce100
fever:149134,ce20,ce100
fever:149144,ce20,ce100
fever:14915,ce100,ce100
fever:149156,ce20,ce100
fever:149159,ce100,ce100
fever:149160,ce20,ce100
fever:149173,ce20,ce100
fever:149179,ce20,ce100
fever:14922,ce20,ce100
fever:149220,ce100,ce100
fever:149272,ce20,ce100
fever:149284,ce20,ce100
fever:149286,bm25,bm25
fever:149296,ce100,ce100
fever:149347,ce20,bm25
fever:149369,bm25,bm25
fever:14939,ce100,ce100
fever:149392,bm25,bm25
fever:1494,ce100,ce100
fever:14940,ce100,ce100
fever:149418,ce100,ce100
fever:149436,ce100,ce100
fever:149448,ce100,ce100
fever:149457,ce100,ce100
fever:149460,bm25,bm25
fever:149489,bm25,bm25
fever:149492,ce20,ce100
fever:149501,ce20,ce100
fever:149502,ce100,ce100
fever:149577,bm25,bm25
fever:149587,ce20,ce100
fever:149607,ce100,ce100
fever:149612,ce100,ce100
fever:149622,ce100,ce100
fever:149644,ce100,ce100
fever:149648,ce100,ce100
fever:149649,ce20,ce100
fever:149663,ce100,ce100
fever:14972,ce100,ce100
fever:149728,bm25,bm25
fever:149746,ce20,ce100
fever:149752,ce100,ce100
fever:149756,bm25,bm25
fever:14977,ce20,ce100
fever:149787,bm25,bm25
fever:149792,ce20,ce100
fever:14984,ce20,ce100
fever:149842,ce20,bm25
fever:14990,bm25,bm25
fever:149901,ce100,ce100
fever:149902,ce100,ce100
fever:149906,ce20,bm25
fever:149912,ce100,ce100
fever:14994,ce100,ce100
fever:149944,ce100,ce100
fever:149950,ce100,ce100
fever:149973,bm25,bm25
fever:149991,ce100,ce100
fever:15004,ce20,ce100
fever:150040,ce100,ce100
fever:150044,bm25,bm25
fever:15005,ce20,ce100
fever:15006,ce20,bm25
fever:150083,ce20,ce100
fever:150096,ce100,ce100
fever:150098,ce20,ce100
fever:150099,ce100,ce100
fever:150148,ce20,ce100
fever:150192,ce20,ce100
fever:150217,bm25,bm25
fever:150221,ce20,ce100
fever:150258,ce20,ce100
fever:150261,ce100,ce100
fever:150311,ce100,ce100
fever:150313,ce20,bm25
fever:150316,ce20,bm25
fever:150321,ce20,ce100
fever:150340,ce20,ce100
fever:150357,ce20,ce100
fever:150366,ce100,ce100
fever:150374,ce100,ce100
fever:150396,ce20,bm25
fever:150399,ce20,ce100
fever:150412,ce20,bm25
fever:150429,bm25,bm25
fever:150524,ce20,ce100
fever:150536,ce100,ce100
fever:150565,ce20,bm25
fever:150571,ce20,ce100
fever:15058,bm25,bm25
fever:150607,ce100,ce100
fever:150614,ce20,ce100
fever:150630,ce100,ce100
fever:150636,ce20,ce100
fever:150648,ce20,ce100
fever:150654,ce100,ce100
fever:150655,ce100,ce100
fever:150656,ce100,ce100
fever:150669,ce20,ce100
fever:150672,ce20,bm25
fever:150693,ce100,ce100
fever:150736,ce20,ce100
fever:150751,ce100,ce100
fever:150763,ce20,bm25
fever:150765,ce20,bm25
fever:1508,ce100,ce100
fever:150820,ce100,ce100
fever:150829,ce100,ce100
fever:150834,ce100,ce100
fever:15084,ce100,ce100
fever:150885,ce20,ce100
fever:150905,ce20,bm25
fever:150916,ce20,ce100
fever:150920,ce20,bm25
fever:150925,ce100,ce100
fever:150946,bm25,bm25
fever:150964,ce100,ce100
fever:150981,ce100,ce100
fever:151070,ce20,ce100
fever:151071,ce20,ce100
fever:151104,ce100,ce100
fever:151118,ce20,ce100
fever:151125,ce20,ce100
fever:151128,ce100,ce100
fever:151156,ce100,ce100
fever:151157,ce20,ce100
fever:151163,ce20,ce100
fever:151206,ce100,ce100
fever:151207,ce20,ce100
fever:151226,ce100,ce100
fever:151241,ce100,ce100
fever:151247,ce20,bm25
fever:151253,bm25,bm25
fever:151264,ce100,ce100
fever:151294,bm25,bm25
fever:151295,ce100,ce100
fever:151333,ce100,ce100
fever:151354,ce20,ce100
fever:151357,ce100,ce100
fever:151374,bm25,bm25
fever:151393,ce100,ce100
fever:151399,ce20,ce100
fever:151403,ce100,ce100
fever:151425,ce20,ce100
fever:151427,ce20,ce100
fever:151428,bm25,bm25
fever:151440,ce20,ce100
fever:151450,ce20,ce100
fever:151460,ce100,ce100
fever:151474,ce20,ce100
fever:151476,ce100,ce100
fever:151483,ce20,bm25
fever:151484,ce20,bm25
fever:151498,ce100,ce100
fever:151500,ce20,ce100
fever:151510,ce100,ce100
fever:151529,ce20,ce100
fever:15155,ce20,ce100
fever:151576,ce20,ce100
fever:151579,ce100,ce100
fever:151635,ce100,ce100
fever:151642,ce100,ce100
fever:151650,ce100,ce100
fever:15167,ce100,ce100
fever:151680,ce20,ce100
fever:151747,ce20,ce100
fever:151774,ce20,ce100
fever:151846,ce20,ce100
fever:15186,ce20,ce100
fever:151880,ce20,ce100
fever:151935,ce100,ce100
fever:151957,ce100,ce100
fever:151963,ce100,ce100
fever:15197,bm25,bm25
fever:151996,ce20,ce100
fever:1520,ce20,bm25
fever:152008,ce20,ce100
fever:152011,ce20,bm25
fever:152016,ce100,ce100
fever:152021,ce20,ce100
fever:152054,ce100,ce100
fever:152079,ce20,ce100
fever:152117,ce100,ce100
fever:152128,ce20,bm25
fever:152133,bm25,bm25
fever:152140,ce20,ce100
fever:152163,ce20,ce100
fever:15217,ce100,ce100
fever:152176,ce20,ce100
fever:152187,bm25,bm25
fever:152219,ce100,ce100
fever:152243,ce20,ce100
fever:152286,ce20,ce100
fever:152316,ce20,bm25
fever:152327,ce20,ce100
fever:152347,ce100,ce100
fever:152414,ce20,ce100
fever:152422,ce20,ce100
fever:152461,ce100,ce100
fever:15247,ce100,ce100
fever:152471,bm25,bm25
fever:152605,ce20,ce100
fever:152616,ce20,ce100
fever:152634,ce100,ce100
fever:152637,ce20,ce100
fever:152641,ce100,ce100
fever:152680,ce20,ce100
fever:152682,ce100,ce100
fever:152694,ce20,ce100
fever:152730,ce100,ce100
fever:152752,bm25,bm25
fever:152802,ce100,ce100
fever:152811,ce20,ce100
fever:15284,ce100,ce100
fever:152850,ce20,ce100
fever:152859,bm25,bm25
fever:152861,ce100,ce100
fever:152870,ce100,ce100
fever:152880,ce100,ce100
fever:152898,ce20,ce100
fever:152916,ce100,ce100
fever:152918,ce100,ce100
fever:152929,ce100,ce100
fever:152955,ce20,ce100
fever:152968,ce100,ce100
fever:152984,ce100,ce100
fever:153018,ce100,ce100
fever:15307,ce20,ce100
fever:15310,ce100,ce100
fever:153101,ce100,ce100
fever:153104,ce100,ce100
fever:153113,bm25,bm25
fever:153129,bm25,bm25
fever:153136,ce20,ce100
fever:153147,ce20,ce100
fever:153148,ce20,ce100
fever:153247,ce100,ce100
fever:153261,ce100,ce100
fever:153270,ce20,ce100
fever:153298,ce100,ce100
fever:153302,ce100,ce100
fever:153303,ce20,ce100
fever:153341,ce20,ce100
fever:153361,ce100,ce100
fever:153367,ce20,ce100
fever:153372,ce20,ce100
fever:153393,ce100,ce100
fever:15341,ce100,ce100
fever:153414,ce100,ce100
fever:153427,ce20,ce100
fever:153432,ce100,ce100
fever:153437,ce100,ce100
fever:153440,bm25,bm25
fever:153450,ce100,ce100
fever:153522,ce100,ce100
fever:153534,ce20,ce100
fever:153539,bm25,bm25
fever:153543,ce20,ce100
fever:153581,ce20,ce100
fever:1536,ce20,ce100
fever:153601,ce20,ce100
fever:153638,ce100,ce100
fever:153654,ce20,ce100
fever:153678,ce100,ce100
fever:153685,ce100,ce100
fever:153736,ce100,ce100
fever:153803,ce100,ce100
fever:153808,ce20,ce100
fever:153819,ce100,ce100
fever:153831,ce20,ce100
fever:153836,ce20,bm25
fever:153851,ce100,ce100
fever:15389,ce20,bm25
fever:153900,ce20,bm25
fever:153914,ce100,ce100
fever:153923,bm25,bm25
fever:153998,ce100,ce100
fever:154001,ce100,ce100
fever:154009,ce20,ce100
fever:15406,ce20,ce100
fever:154067,ce20,ce100
fever:154072,ce100,ce100
fever:154086,ce20,bm25
fever:154125,ce20,bm25
fever:154144,ce100,ce100
fever:154156,ce20,ce100
fever:154190,ce100,ce100
fever:154228,ce20,ce100
fever:154236,ce20,ce100
fever:154239,ce20,ce100
fever:154241,ce20,ce100
fever:15425,ce20,ce100
fever:154252,ce100,ce100
fever:154253,ce100,ce100
fever:15429,ce100,ce100
fever:154303,ce100,ce100
fever:154307,ce20,bm25
fever:154312,ce20,ce100
fever:154314,ce20,ce100
fever:154336,ce20,bm25
fever:154339,ce100,ce100
fever:154364,ce20,ce100
fever:154383,ce20,bm25
fever:154393,ce100,ce100
fever:154399,ce100,ce100
fever:1544,ce20,ce100
fever:154417,ce20,ce100
fever:154423,ce100,ce100
fever:154439,ce100,ce100
fever:154470,ce20,ce100
fever:154490,ce20,ce100
fever:154494,ce100,ce100
fever:154498,ce100,ce100
fever:15452,ce20,ce100
fever:154542,bm25,bm25
fever:154608,ce100,ce100
fever:154613,ce100,ce100
fever:154633,ce100,ce100
fever:154659,ce100,ce100
fever:154691,ce20,ce100
fever:154719,ce20,ce100
fever:154744,ce100,ce100
fever:154761,ce100,ce100
fever:154767,bm25,bm25
fever:154808,ce20,ce100
fever:154809,ce100,ce100
fever:154811,ce100,ce100
fever:154812,ce100,ce100
fever:154815,ce20,ce100
fever:15482,ce100,ce100
fever:15483,ce100,ce100
fever:154859,ce20,ce100
fever:154884,bm25,bm25
fever:15489,ce20,ce100
fever:154905,ce100,ce100
fever:154917,ce20,ce100
fever:154919,bm25,bm25
fever:154933,bm25,bm25
fever:154940,ce100,ce100
fever:154942,ce20,ce100
fever:15495,ce100,ce100
fever:154952,ce100,ce100
fever:154984,bm25,bm25
fever:154989,ce20,ce100
fever:155006,bm25,bm25
fever:155035,ce20,ce100
fever:155046,ce100,ce100
fever:15508,ce20,ce100
fever:155125,ce100,ce100
fever:155145,bm25,bm25
fever:155156,ce20,ce100
fever:155173,ce20,ce100
fever:155185,bm25,bm25
fever:155212,ce20,ce100
fever:155228,ce100,ce100
fever:155282,ce100,ce100
fever:155284,ce20,ce100
fever:155290,ce20,ce100
fever:155321,ce100,ce100
fever:155357,ce20,ce100
fever:155373,ce20,ce100
fever:155383,ce20,ce100
fever:155390,ce100,ce100
fever:155413,ce20,bm25
fever:15542,ce20,ce100
fever:155431,ce100,ce100
fever:155467,ce20,ce100
fever:155476,ce100,ce100
fever:155484,ce100,ce100
fever:155551,ce100,ce100
fever:155574,ce20,ce100
fever:15559,ce100,ce100
fever:155610,ce20,bm25
fever:155629,ce100,ce100
fever:155639,ce20,ce100
fever:155647,ce20,ce100
fever:155648,ce20,bm25
fever:155657,ce20,bm25
fever:155659,bm25,bm25
fever:155704,ce20,ce100
fever:155722,ce100,ce100
fever:155725,ce20,ce100
fever:155807,ce100,ce100
fever:155811,ce20,ce100
fever:155814,ce100,ce100
fever:155837,ce20,ce100
fever:155839,ce100,ce100
fever:155860,ce20,bm25
fever:155865,ce20,ce100
fever:155868,bm25,bm25
fever:155872,ce20,ce100
fever:155899,ce100,ce100
fever:155911,bm25,bm25
fever:155920,ce20,bm25
fever:155930,ce100,ce100
fever:155934,ce100,ce100
fever:155946,ce100,ce100
fever:155955,ce100,ce100
fever:155989,ce20,ce100
fever:155995,ce100,ce100
fever:156020,ce100,ce100
fever:156025,ce100,ce100
fever:156026,ce100,ce100
fever:156057,ce100,ce100
fever:156071,ce20,ce100
fever:156075,ce100,ce100
fever:156076,ce20,ce100
fever:156098,ce100,ce100
fever:156102,ce20,bm25
fever:156106,ce20,ce100
fever:156117,ce20,ce100
fever:156128,ce20,ce100
fever:156157,ce20,ce100
fever:156188,ce100,ce100
fever:156199,bm25,bm25
fever:156204,ce100,ce100
fever:156208,ce100,ce100
fever:15621,bm25,bm25
fever:156222,ce20,ce100
fever:156282,ce20,ce100
fever:156304,bm25,bm25
fever:156316,ce20,ce100
fever:156323,ce100,ce100
fever:156325,ce100,ce100
fever:156372,ce100,ce100
fever:156374,ce100,ce100
fever:156398,ce20,ce100
fever:156401,ce20,ce100
fever:156405,ce20,bm25
fever:156412,ce20,ce100
fever:156440,ce100,ce100
fever:15645,bm25,bm25
fever:156477,ce20,ce100
fever:156493,ce100,ce100
fever:156511,ce100,ce100
fever:156514,ce20,ce100
fever:156525,ce100,ce100
fever:156541,ce20,ce100
fever:156559,ce100,ce100
fever:156560,ce20,ce100
fever:156601,bm25,bm25
fever:156609,ce100,ce100
fever:156656,ce20,ce100
fever:156664,ce20,ce100
fever:156686,ce100,ce100
fever:156693,ce100,ce100
fever:156694,ce100,ce100
fever:156698,ce20,ce100
fever:1567,ce20,ce100
fever:15674,ce20,bm25
fever:156803,bm25,bm25
fever:156816,ce20,ce100
fever:156831,ce20,ce100
fever:156836,ce100,ce100
fever:156861,bm25,bm25
fever:156901,ce100,ce100
fever:156903,ce20,ce100
fever:156915,ce100,ce100
fever:156917,ce100,ce100
fever:156943,bm25,bm25
fever:156950,bm25,bm25
fever:156977,ce20,ce100
fever:156981,ce20,ce100
fever:157002,ce20,ce100
fever:157015,ce100,ce100
fever:157022,ce100,ce100
fever:157048,ce100,ce100
fever:157052,ce20,ce100
fever:157098,ce100,ce100
fever:157183,ce20,ce100
fever:157190,ce100,ce100
fever:157196,ce20,ce100
fever:157199,ce100,ce100
fever:157213,ce20,ce100
fever:157273,ce100,ce100
fever:157277,ce100,ce100
fever:157292,bm25,bm25
fever:157303,bm25,bm25
fever:157316,ce100,ce100
fever:157320,ce20,ce100
fever:15733,bm25,bm25
fever:15734,ce20,ce100
fever:157400,ce20,ce100
fever:157426,ce20,ce100
fever:157434,ce20,bm25
fever:157435,ce20,ce100
fever:157452,ce20,ce100
fever:157460,ce20,ce100
fever:15747,ce100,ce100
fever:157485,ce100,ce100
fever:157491,ce20,ce100
fever:157492,ce100,ce100
fever:157502,ce20,ce100
fever:157517,ce20,ce100
fever:157546,ce20,ce100
fever:157551,ce100,ce100
fever:157569,ce100,ce100
fever:157576,ce100,ce100
fever:157589,ce20,bm25
fever:157597,ce20,ce100
fever:157622,ce20,ce100
fever:157640,ce20,bm25
fever:157641,ce100,ce100
fever:157652,ce20,ce100
fever:157678,ce20,ce100
fever:157685,ce20,bm25
fever:1577,ce20,ce100
fever:15773,ce20,ce100
fever:157743,ce100,ce100
fever:157752,ce100,ce100
fever:157777,ce100,ce100
fever:157783,ce100,ce100
fever:157790,ce100,ce100
fever:157794,ce100,ce100
fever:157813,ce20,ce100
fever:157817,ce20,ce100
fever:157821,ce100,ce100
fever:157826,ce100,ce100
fever:157870,ce20,ce100
fever:157878,ce20,bm25
fever:157902,ce20,ce100
fever:157927,ce20,bm25
fever:157949,ce100,ce100
fever:157977,ce20,ce100
fever:157984,ce20,ce100
fever:158012,ce100,ce100
fever:158017,ce100,ce100
fever:158036,ce100,ce100
fever:15806,ce20,ce100
fever:158124,ce20,ce100
fever:15819,ce20,ce100
fever:158190,ce100,ce100
fever:158201,bm25,bm25
fever:158208,ce100,ce100
fever:158227,ce100,ce100
fever:158244,ce100,ce100
fever:158265,ce20,ce100
fever:15827,ce100,ce100
fever:15830,ce100,ce100
fever:158306,ce100,ce100
fever:15831,ce100,ce100
fever:158322,ce100,ce100
fever:15834,ce100,ce100
fever:158340,ce20,ce100
fever:158361,ce20,ce100
fever:158383,bm25,bm25
fever:158419,bm25,bm25
fever:158421,ce20,ce100
fever:158422,ce20,ce100
fever:158425,ce100,ce100
fever:158426,ce20,ce100
fever:158428,ce20,ce100
fever:158433,bm25,bm25
fever:158436,ce20,bm25
fever:158438,ce20,ce100
fever:15851,ce100,ce100
fever:15855,ce100,ce100
fever:158635,bm25,bm25
fever:158636,bm25,bm25
fever:158639,bm25,bm25
fever:158640,bm25,bm25
fever:158641,bm25,bm25
fever:158644,bm25,bm25
fever:158648,ce20,bm25
fever:158654,bm25,bm25
fever:15883,bm25,bm25
fever:158895,ce20,bm25
fever:158897,ce20,bm25
fever:158901,ce20,bm25
fever:158903,ce20,bm25
fever:158904,bm25,bm25
fever:158906,ce20,ce100
fever:158907,ce20,bm25
fever:158908,ce20,bm25
fever:158909,ce20,bm25
fever:158912,bm25,bm25
fever:158915,ce20,bm25
fever:15899,ce100,ce100
fever:159075,ce100,ce100
fever:159080,ce100,ce100
fever:159085,ce100,ce100
fever:159086,ce100,ce100
fever:159091,ce100,ce100
fever:159092,ce20,ce100
fever:159093,ce20,ce100
fever:15913,ce20,bm25
fever:159315,ce20,ce100
fever:159321,ce20,ce100
fever:159322,ce20,ce100
fever:159323,ce20,bm25
fever:159324,ce20,ce100
fever:159326,ce100,ce100
fever:159330,ce20,bm25
fever:159331,ce20,ce100
fever:159335,ce100,ce100
fever:159338,ce100,ce100
fever:15941,ce20,ce100
fever:15955,ce100,ce100
fever:159563,ce20,ce100
fever:159567,ce20,ce100
fever:159570,ce20,ce100
fever:159572,ce20,ce100
fever:159573,ce20,ce100
fever:159574,ce20,ce100
fever:159575,ce20,ce100
fever:159578,ce20,ce100
fever:159580,ce20,ce100
fever:159584,ce20,ce100
fever:159585,ce20,ce100
fever:159587,ce20,ce100
fever:159594,bm25,bm25
fever:1596,ce100,ce100
fever:15963,ce20,bm25
fever:159689,ce100,ce100
fever:159692,ce20,ce100
fever:159693,ce100,ce100
fever:159694,ce100,ce100
fever:159696,ce100,ce100
fever:159698,ce100,ce100
fever:1597,ce100,ce100
fever:159700,ce100,ce100
fever:159701,ce100,ce100
fever:159702,ce100,ce100
fever:159704,ce100,ce100
fever:159706,ce100,ce100
fever:159707,ce100,ce100
fever:159708,ce20,ce100
fever:159709,ce100,ce100
fever:159710,ce100,ce100
fever:159711,ce100,ce100
fever:159714,ce100,ce100
fever:159715,ce100,ce100
fever:159716,ce100,ce100
fever:159722,ce20,ce100
fever:15979,ce20,ce100
fever:1598,ce20,ce100
fever:15980,ce20,ce100
fever:15982,ce20,ce100
fever:1599,ce100,ce100
fever:159932,ce20,ce100
fever:159936,ce20,ce100
fever:159940,ce20,ce100
fever:159944,ce20,ce100
fever:159947,ce20,ce100
fever:159949,ce20,ce100
fever:159950,ce20,ce100
fever:159951,ce20,ce100
fever:160050,ce100,ce100
fever:160051,ce100,ce100
fever:160052,bm25,bm25
fever:160053,ce100,ce100
fever:160054,ce20,bm25
fever:160055,ce20,ce100
fever:160058,ce20,ce100
fever:160060,ce20,bm25
fever:160064,ce20,ce100
fever:160065,ce20,ce100
fever:160067,bm25,bm25
fever:16007,ce100,ce100
fever:16008,ce100,ce100
fever:1602,ce20,ce100
fever:16025,ce20,bm25
fever:160304,ce20,bm25
fever:160315,ce100,ce100
fever:160337,bm25,bm25
fever:160345,ce20,ce100
fever:160348,ce100,ce100
fever:160350,ce100,ce100
fever:160362,ce100,ce100
fever:160379,ce100,ce100
fever:160391,ce20,ce100
fever:160414,ce20,ce100
fever:160431,ce20,ce100
fever:160467,ce20,ce100
fever:160481,ce100,ce100
fever:160483,ce20,ce100
fever:160508,ce20,ce100
fever:160524,ce20,ce100
fever:160525,ce20,bm25
fever:160534,ce20,bm25
fever:160542,ce20,ce100
fever:16055,ce20,ce100
fever:160551,ce100,ce100
fever:160555,ce20,ce100
fever:16056,ce100,ce100
fever:160593,ce100,ce100
fever:160595,ce20,ce100
fever:160597,ce100,ce100
fever:1606,ce100,ce100
fever:160626,ce100,ce100
fever:16070,ce20,ce100
fever:160715,ce20,ce100
fever:160726,ce100,ce100
fever:160764,ce20,ce100
fever:160775,ce20,ce100
fever:16079,ce20,ce100
fever:160795,ce100,ce100
fever:16080,ce20,ce100
fever:160814,ce100,ce100
fever:160815,ce100,ce100
fever:160823,ce20,bm25
fever:160825,ce20,ce100
fever:160832,ce100,ce100
fever:16084,ce100,ce100
fever:160843,ce100,ce100
fever:160850,ce20,ce100
fever:160857,ce100,ce100
fever:160864,ce20,ce100
fever:160887,ce20,ce100
fever:160898,ce20,ce100
fever:160899,ce100,ce100
fever:160919,bm25,bm25
fever:160927,ce100,ce100
fever:160932,ce20,ce100
fever:160961,ce20,ce100
fever:160984,ce20,ce100
fever:160985,ce100,ce100
fever:161,ce20,ce100
fever:161007,bm25,bm25
fever:161047,ce100,ce100
fever:161091,ce100,ce100
fever:161094,ce100,ce100
fever:161099,ce20,bm25
fever:161101,ce20,ce100
fever:161106,ce20,bm25
fever:16114,ce20,bm25
fever:16115,bm25,bm25
fever:161151,ce100,ce100
fever:161171,ce100,ce100
fever:161185,ce20,bm25
fever:161195,bm25,bm25
fever:161206,ce20,ce100
fever:161220,ce20,ce100
fever:161222,ce20,bm25
fever:161234,ce20,ce100
fever:161277,ce20,ce100
fever:161310,ce20,ce100
fever:161312,ce20,ce100
fever:161361,ce20,bm25
fever:161527,ce20,bm25
fever:161530,ce20,bm25
fever:161534,ce20,ce100
fever:161542,ce20,ce100
fever:161547,ce20,ce100
fever:161556,ce20,ce100
fever:161560,ce20,ce100
fever:161570,bm25,bm25
fever:161571,ce20,bm25
fever:161572,ce20,ce100
fever:161574,bm25,bm25
fever:161575,ce20,bm25
fever:161578,ce20,ce100
fever:161580,ce100,ce100
fever:16161,ce20,ce100
fever:161709,ce100,ce100
fever:161710,ce20,ce100
fever:161713,ce100,ce100
fever:161716,ce20,ce100
fever:161719,ce20,ce100
fever:161771,bm25,bm25
fever:161778,ce20,bm25
fever:161780,ce20,bm25
fever:161784,bm25,bm25
fever:161787,ce20,ce100
fever:161790,ce20,bm25
fever:161795,ce20,ce100
fever:161801,ce20,ce100
fever:161803,ce20,ce100
fever:161805,bm25,bm25
fever:161808,bm25,bm25
fever:161810,bm25,bm25
fever:161842,ce20,ce100
fever:161843,ce100,ce100
fever:161846,ce100,ce100
fever:161848,ce100,ce100
fever:161856,ce100,ce100
fever:161861,ce20,ce100
fever:161862,ce100,ce100
fever:161863,ce20,ce100
fever:161864,ce20,ce100
fever:161865,ce100,ce100
fever:161901,bm25,bm25
fever:161902,bm25,bm25
fever:161903,bm25,bm25
fever:161904,ce20,ce100
fever:161905,ce20,ce100
fever:161906,ce20,ce100
fever:161911,ce20,ce100
fever:161915,ce20,ce100
fever:161919,ce20,ce100
fever:161921,ce20,ce100
fever:162,ce20,ce100
fever:162035,ce20,ce100
fever:162036,ce20,bm25
fever:162040,ce20,ce100
fever:162041,ce20,ce100
fever:162042,ce20,ce100
fever:162044,ce20,ce100
fever:162046,ce100,ce100
fever:162048,ce20,ce100
fever:162200,bm25,bm25
fever:162201,bm25,bm25
fever:162202,bm25,bm25
fever:162205,bm25,bm25
fever:162206,ce20,bm25
fever:162212,bm25,bm25
fever:162213,bm25,bm25
fever:162216,bm25,bm25
fever:162218,bm25,bm25
fever:16224,bm25,bm25
fever:162408,ce100,ce100
fever:162409,ce20,ce100
fever:162417,ce100,ce100
fever:162421,ce20,ce100
fever:162425,ce20,ce100
fever:16250,ce20,ce100
fever:16259,ce100,ce100
fever:162628,ce20,bm25
fever:162641,ce20,ce100
fever:162650,ce20,bm25
fever:162652,ce20,ce100
fever:162655,ce20,bm25
fever:162657,ce100,ce100
fever:162659,ce20,ce100
fever:162662,ce20,ce100
fever:162664,ce20,ce100
fever:162665,ce20,ce100
fever:162668,ce20,bm25
fever:162680,ce20,ce100
fever:162741,ce100,ce100
fever:162742,ce20,ce100
fever:162743,ce100,ce100
fever:162745,ce100,ce100
fever:162752,ce100,ce100
fever:162830,ce100,ce100
fever:162832,ce20,ce100
fever:162834,ce100,ce100
fever:162835,ce100,ce100
fever:162836,ce100,ce100
fever:162837,ce100,ce100
fever:162838,ce100,ce100
fever:162840,ce100,ce100
fever:162841,ce100,ce100
fever:162842,ce100,ce100
fever:162881,bm25,bm25
fever:162885,ce20,bm25
fever:162895,ce20,bm25
fever:16325,ce20,ce100
fever:16329,bm25,bm25
fever:16336,ce100,ce100
fever:16376,bm25,bm25
fever:16378,ce100,ce100
fever:163795,ce20,ce100
fever:163798,ce100,ce100
fever:163803,ce100,ce100
fever:163805,ce100,ce100
fever:163808,ce20,ce100
fever:163810,ce100,ce100
fever:163811,ce100,ce100
fever:163812,ce20,ce100
fever:163815,ce100,ce100
fever:163818,ce100,ce100
fever:16382,ce100,ce100
fever:163820,ce100,ce100
fever:163821,ce100,ce100
fever:163829,ce100,ce100
fever:163833,ce100,ce100
fever:163836,ce100,ce100
fever:16387,ce20,ce100
fever:16392,bm25,bm25
fever:16394,ce20,ce100
fever:163959,bm25,bm25
fever:163963,bm25,bm25
fever:163967,ce20,ce100
fever:163970,ce20,ce100
fever:163971,ce20,ce100
fever:163975,ce20,ce100
fever:163977,ce20,ce100
fever:163980,ce20,ce100
fever:163982,ce20,ce100
fever:163985,ce20,ce100
fever:163987,ce20,ce100
fever:163988,ce20,ce100
fever:163991,bm25,bm25
fever:163993,ce20,ce100
fever:164045,ce100,ce100
fever:164046,ce20,ce100
fever:164048,ce100,ce100
fever:164049,ce100,ce100
fever:164056,ce100,ce100
fever:164057,ce100,ce100
fever:164060,ce20,ce100
fever:164061,ce100,ce100
fever:164092,ce100,ce100
fever:164093,ce100,ce100
fever:164094,ce100,ce100
fever:164096,ce100,ce100
fever:164097,ce100,ce100
fever:164101,ce100,ce100
fever:164102,ce100,ce100
fever:164103,ce100,ce100
fever:164105,ce100,ce100
fever:16420,ce20,ce100
fever:16425,ce20,ce100
fever:16437,ce20,ce100
