query_uid,arr3_seed20260807,arr3_seed20260808,arr3_seed20260809,arr3_seed20260810,arr3_seed20260811,arr5_seed20260807,arr5_seed20260808,arr5_seed20260809,arr5_seed20260810,arr5_seed20260811
fever:126590,bm25,bm25,bm25,bm25,ce20,hybrid,bm25,bm25,hybrid,bm25
fever:126652,ce100,ce100,bm25,ce20,ce20,hybrid,bi200,bi200,hybrid,hybrid
fever:126678,ce20,ce100,ce20,ce20,ce20,ce20,ce20,ce100,ce100,ce100
fever:126693,bm25,ce100,ce20,ce20,ce100,hybrid,ce20,hybrid,hybrid,ce100
fever:126705,bm25,bm25,bm25,bm25,ce20,bm25,bm25,bm25,bm25,bm25
fever:126728,bm25,bm25,bm25,bm25,bm25,ce100,bm25,bm25,ce20,hybrid
fever:126740,bm25,bm25,bm25,ce100,ce100,bi200,hybrid,bi200,bi200,hybrid
fever:126747,bm25,bm25,bm25,bm25,ce20,hybrid,ce100,ce20,ce20,ce20
fever:126773,ce100,ce20,ce20,bm25,ce20,bm25,ce100,hybrid,ce20,bi200
fever:126775,ce20,ce100,ce20,ce20,ce100,ce100,bi200,bi200,ce100,hybrid
fever:12678,ce100,ce20,bm25,ce20,bm25,ce20,bi200,hybrid,bi200,bm25
fever:126794,ce100,ce20,ce100,ce100,ce100,bi200,ce100,bi200,hybrid,hybrid
fever:126795,ce20,ce20,bm25,ce20,ce20,ce20,ce20,hybrid,ce20,bm25
fever:126799,ce20,ce20,ce20,bm25,ce20,ce20,bm25,hybrid,ce20,ce20
fever:12681,ce100,ce100,ce20,bm25,ce100,bi200,bi200,bi200,bi200,bi200
fever:126814,ce100,ce100,ce100,ce100,ce20,bi200,hybrid,ce100,hybrid,hybrid
fever:126818,ce100,ce20,bm25,ce20,ce20,bi200,bm25,ce100,ce100,ce20
fever:12682,bm25,bm25,ce20,bm25,ce100,ce20,bi200,bi200,bi200,bi200
fever:126823,bm25,bm25,bm25,bm25,ce20,hybrid,bi200,hybrid,bi200,bi200
fever:126828,ce20,bm25,bm25,bm25,bm25,hybrid,bm25,hybrid,ce20,bm25
fever:12683,bm25,ce100,bm25,bm25,ce20,bi200,bm25,bm25,hybrid,bi200
fever:12684,ce20,ce100,bm25,ce20,ce20,ce100,bi200,bm25,hybrid,bi200
fever:126856,ce100,ce100,ce100,ce100,ce20,bm25,hybrid,ce100,ce100,ce100
fever:126878,ce100,ce20,ce20,bm25,ce100,ce100,ce20,bi200,ce20,ce100
fever:126882,bm25,ce20,bm25,bm25,bm25,ce20,ce100,ce20,ce20,bm25
fever:12691,ce20,ce100,bm25,ce20,ce100,ce100,bi200,bi200,ce20,bi200
fever:126912,bm25,ce100,bm25,bm25,bm25,bi200,ce100,bi200,bi200,bi200
fever:126915,ce20,ce100,ce20,ce100,ce20,ce20,bi200,ce20,ce100,ce100
fever:126916,ce20,bm25,bm25,bm25,ce20,ce20,hybrid,ce20,bm25,ce20
fever:126926,ce100,ce100,ce20,ce100,ce100,ce100,bi200,bi200,bi200,bi200
fever:12693,ce20,bm25,ce20,bm25,ce20,ce20,ce20,ce20,bm25,bm25
fever:126933,ce20,bm25,bm25,bm25,ce20,ce20,bm25,bm25,ce20,ce20
fever:126936,ce100,ce100,ce20,ce100,ce100,ce20,ce100,bi200,ce20,hybrid
fever:126942,ce100,ce20,ce20,ce20,ce20,ce20,ce100,bm25,ce20,bi200
fever:126958,ce100,bm25,bm25,ce20,bm25,bi200,bi200,bi200,bi200,bm25
fever:126962,bm25,ce20,ce20,bm25,ce20,ce20,ce100,hybrid,bi200,hybrid
fever:126963,bm25,ce20,bm25,bm25,bm25,ce20,ce100,ce20,ce20,bm25
fever:126973,ce100,bm25,bm25,ce100,bm25,ce100,bm25,ce20,hybrid,bi200
fever:126982,bm25,bm25,ce20,ce20,bm25,ce20,ce100,ce20,ce20,ce20
fever:127013,ce20,bm25,ce20,ce20,ce20,bm25,ce100,ce20,ce20,bm25
fever:127015,bm25,bm25,ce100,ce100,ce100,bi200,bi200,bi200,bi200,bi200
fever:127045,ce20,bm25,bm25,bm25,bm25,hybrid,bm25,ce20,bm25,bm25
fever:127048,bm25,bm25,bm25,bm25,bm25,bm25,ce20,bi200,bm25,bm25
fever:127088,bm25,bm25,bm25,ce20,ce100,ce20,ce100,hybrid,bi200,ce20
fever:127090,ce20,ce20,ce20,bm25,ce20,ce20,bm25,ce20,bm25,bm25
fever:127098,bm25,bm25,bm25,bm25,ce20,ce20,bm25,ce20,ce100,bm25
fever:127118,ce20,ce20,ce20,bm25,ce20,bi200,bi200,bi200,bi200,bm25
fever:127128,bm25,ce100,ce100,bm25,ce100,ce100,ce100,bi200,hybrid,bi200
fever:127133,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,hybrid,bm25
fever:127166,ce20,ce100,ce100,ce20,ce20,ce20,ce100,hybrid,hybrid,ce20
fever:127180,bm25,ce100,bm25,ce20,ce20,bi200,bi200,bm25,hybrid,bi200
fever:127197,bm25,ce20,ce20,bm25,bm25,ce20,ce100,ce20,ce20,ce20
fever:1272,bm25,ce20,ce20,bm25,ce20,bm25,bm25,bm25,ce20,bm25
fever:127225,ce20,ce20,ce20,bm25,ce20,ce20,ce20,ce20,ce20,ce20
fever:127233,ce20,ce100,ce20,ce20,ce100,ce100,ce100,hybrid,ce20,ce20
fever:127240,ce100,ce100,ce100,ce100,ce100,ce100,hybrid,hybrid,bi200,ce20
fever:127244,bm25,bm25,bm25,bm25,bm25,ce100,bm25,bi200,hybrid,bm25
fever:127306,ce20,ce20,ce20,bm25,bm25,bi200,bi200,hybrid,bm25,bm25
fever:127340,ce20,bm25,bm25,bm25,ce20,bi200,ce100,hybrid,hybrid,bi200
fever:127359,bm25,ce20,ce20,bm25,ce20,ce20,bi200,bi200,ce20,bi200
fever:127363,bm25,ce20,ce20,bm25,bm25,ce20,ce100,bm25,hybrid,bm25
fever:127366,ce100,ce100,ce100,bm25,ce100,hybrid,ce100,ce20,hybrid,hybrid
fever:127369,bm25,ce100,ce20,ce20,ce100,ce20,ce100,ce100,ce20,ce20
fever:127376,ce100,bm25,bm25,ce100,ce100,bi200,bi200,ce20,ce20,ce20
fever:12738,bm25,bm25,bm25,bm25,bm25,ce20,ce20,bm25,ce20,ce20
fever:127402,ce20,ce20,ce100,bm25,ce20,ce20,bm25,hybrid,ce100,ce20
fever:127403,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25,bm25,bm25
fever:127408,bm25,ce100,ce20,bm25,ce100,ce100,bi200,bm25,ce100,bi200
fever:127415,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,ce20,bm25
fever:127416,ce20,bm25,bm25,ce20,bm25,ce100,ce100,ce100,ce20,ce20
fever:127419,ce100,ce100,ce100,ce100,ce100,hybrid,bi200,bi200,bi200,bi200
fever:127438,ce20,ce20,bm25,bm25,bm25,ce20,ce20,bm25,bm25,hybrid
fever:127456,bm25,bm25,bm25,bm25,ce20,bm25,ce20,bm25,ce20,bm25
fever:12747,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100,bi200,hybrid
fever:127472,ce100,ce100,bm25,bm25,ce100,ce100,bi200,ce20,ce20,bm25
fever:12748,bm25,bm25,bm25,bm25,ce20,bi200,bi200,bi200,bi200,bi200
fever:127482,ce100,ce20,ce100,bm25,ce100,hybrid,bm25,hybrid,hybrid,hybrid
fever:127490,bm25,bm25,bm25,bm25,bm25,bm25,ce20,hybrid,bm25,bm25
fever:1275,ce100,ce100,ce20,ce20,ce100,ce20,bi200,bi200,bi200,bi200
fever:127539,ce100,ce100,ce100,ce100,ce100,ce100,bi200,ce100,bi200,bi200
fever:127540,ce100,ce100,bm25,ce20,ce20,ce20,ce100,hybrid,ce20,ce100
fever:127573,bm25,bm25,bm25,bm25,ce20,ce100,ce100,hybrid,bm25,hybrid
fever:127576,ce20,bm25,bm25,bm25,bm25,ce20,bm25,bm25,ce20,bi200
fever:127583,ce100,ce100,ce100,bm25,ce100,ce100,bi200,bi200,bi200,bi200
fever:127596,ce20,bm25,bm25,bm25,ce20,bi200,bi200,bi200,hybrid,ce20
fever:12762,bm25,bm25,bm25,bm25,ce20,bm25,ce100,bm25,ce20,bm25
fever:127651,ce100,ce100,ce100,ce100,ce100,ce100,bi200,ce100,bi200,bi200
fever:127658,ce100,ce20,ce20,bm25,ce20,ce20,ce100,bm25,bi200,bi200
fever:127659,ce20,bm25,bm25,bm25,bm25,hybrid,bm25,hybrid,hybrid,bm25
fever:127665,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25
fever:127682,bm25,bm25,bm25,bm25,ce20,ce20,bm25,hybrid,bm25,bm25
fever:127697,bm25,bm25,bm25,bm25,bm25,hybrid,bm25,hybrid,ce20,bm25
fever:12772,bm25,ce20,ce20,ce20,ce20,ce20,ce100,ce20,ce20,ce20
fever:127722,bm25,bm25,bm25,bm25,ce100,bi200,bi200,bi200,bm25,bi200
fever:127731,ce100,ce20,ce100,bm25,ce100,bi200,hybrid,ce100,hybrid,bi200
fever:127772,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25
fever:127773,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20
fever:127777,ce20,bm25,bm25,bm25,bm25,ce100,ce20,ce20,ce20,bi200
fever:127808,bm25,bm25,ce20,bm25,bm25,bm25,bm25,bm25,bm25,bm25
fever:127814,bm25,bm25,ce20,bm25,ce20,bi200,bm25,bi200,hybrid,bm25
fever:127819,ce20,ce20,bm25,bm25,ce100,ce20,bi200,ce20,ce20,bm25
fever:127820,ce20,bm25,bm25,ce20,ce20,hybrid,bm25,hybrid,bi200,bm25
fever:127822,ce20,bm25,ce20,bm25,ce20,hybrid,bi200,hybrid,ce20,bi200
fever:127869,bm25,bm25,bm25,bm25,ce20,hybrid,bm25,bi200,bm25,bm25
fever:127870,ce100,ce100,ce100,ce100,ce100,bi200,ce100,bi200,bi200,hybrid
fever:127872,bm25,ce20,bm25,bm25,bm25,ce20,ce100,ce20,ce20,bm25
fever:127876,ce20,bm25,ce20,ce20,ce20,bi200,hybrid,hybrid,hybrid,ce20
fever:127894,bm25,ce20,bm25,ce20,ce20,ce100,bi200,hybrid,ce20,ce20
fever:127955,ce100,ce100,ce20,ce100,ce100,bi200,bi200,hybrid,bi200,hybrid
fever:127956,ce100,ce100,ce100,ce100,ce100,bi200,ce100,bi200,ce100,bi200
fever:127957,ce20,ce20,bm25,bm25,bm25,bm25,bm25,ce20,ce20,ce20
fever:127969,bm25,bm25,bm25,bm25,ce20,bi200,bm25,hybrid,bi200,bm25
fever:127973,ce20,ce20,ce20,bm25,ce20,ce20,ce20,ce100,hybrid,ce20
fever:127981,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25,ce20,bm25
fever:128004,ce20,ce100,ce20,bm25,ce20,ce100,ce20,ce20,ce20,bi200
fever:128005,bm25,ce100,ce20,bm25,ce100,ce20,ce100,bi200,hybrid,ce20
fever:128027,ce100,ce100,ce100,ce100,ce100,ce100,ce100,bi200,ce100,ce100
fever:128035,ce20,ce20,bm25,bm25,ce20,bi200,ce20,hybrid,hybrid,bm25
fever:128045,ce20,ce20,ce20,ce20,ce20,ce20,ce100,ce20,ce20,bm25
fever:128071,bm25,bm25,bm25,bm25,bm25,hybrid,bm25,bm25,bm25,bi200
fever:128078,bm25,ce100,ce100,ce100,bm25,bi200,bi200,bi200,bi200,bi200
fever:128115,ce100,bm25,ce100,bm25,ce100,bi200,bi200,hybrid,bi200,bi200
fever:128121,bm25,bm25,ce20,bm25,ce20,ce20,bm25,ce20,ce20,ce20
fever:128123,ce20,ce20,ce20,bm25,ce20,ce20,ce100,ce20,ce100,ce100
fever:128141,bm25,ce20,bm25,ce20,ce20,bi200,bm25,bm25,hybrid,bm25
fever:128154,bm25,ce20,bm25,bm25,ce20,bi200,bi200,bm25,bm25,bm25
fever:128175,ce20,ce20,bm25,bm25,ce20,bi200,ce100,ce20,bi200,bm25
fever:12820,ce100,ce100,ce100,ce20,ce100,ce100,ce20,ce20,ce20,bm25
fever:128204,ce20,bm25,bm25,ce20,ce20,bi200,bm25,bi200,hybrid,bi200
fever:128229,ce100,ce100,ce100,bm25,ce20,ce100,bi200,ce20,bm25,ce100
fever:128230,ce100,ce100,ce100,ce100,ce100,bi200,ce100,ce100,ce20,bi200
fever:128243,ce20,ce20,ce20,bm25,ce20,ce20,ce100,ce100,ce100,ce20
fever:128248,ce20,bm25,bm25,ce20,bm25,ce100,bm25,ce20,ce20,bm25
fever:128258,bm25,ce20,ce20,bm25,bm25,ce20,ce20,hybrid,ce20,ce20
fever:128268,bm25,bm25,bm25,ce20,ce20,bi200,ce20,hybrid,bm25,bi200
fever:128278,ce100,ce20,ce20,bm25,ce20,bi200,ce100,ce100,ce100,hybrid
fever:12829,ce20,ce100,bm25,ce20,ce20,hybrid,bi200,ce100,hybrid,bi200
fever:128295,bm25,ce20,ce20,bm25,ce20,ce20,ce100,bm25,ce20,ce20
fever:128297,bm25,ce20,ce20,ce20,ce100,ce100,bm25,bi200,bi200,bi200
fever:12831,ce20,ce20,ce20,bm25,ce20,ce20,ce20,ce20,ce20,ce20
fever:128319,ce20,ce20,ce20,bm25,bm25,ce100,ce100,ce20,ce20,bi200
fever:128322,ce20,bm25,bm25,bm25,bm25,ce100,bm25,bm25,ce20,hybrid
fever:128332,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25,ce20,bi200
fever:128336,bm25,ce20,bm25,bm25,bm25,ce20,ce100,ce20,ce20,ce20
fever:128356,ce20,bm25,bm25,bm25,bm25,ce100,hybrid,hybrid,hybrid,hybrid
fever:128370,bm25,ce100,bm25,ce100,ce100,ce100,bi200,ce20,ce20,bi200
fever:128385,bm25,ce20,ce20,bm25,ce20,bm25,ce100,ce20,ce20,bm25
fever:128406,bm25,bm25,bm25,bm25,bm25,hybrid,ce100,bi200,hybrid,bi200
fever:128415,bm25,ce20,ce20,bm25,ce20,bi200,bi200,bi200,hybrid,bm25
fever:128418,bm25,ce100,bm25,ce20,ce100,bi200,bi200,bi200,bi200,bi200
fever:12843,ce100,ce20,bm25,bm25,bm25,hybrid,ce20,bi200,hybrid,bi200
fever:12844,ce100,ce20,bm25,bm25,bm25,hybrid,ce20,bi200,hybrid,hybrid
fever:128454,ce20,bm25,bm25,bm25,bm25,ce20,ce100,ce20,ce20,ce20
fever:128459,bm25,bm25,bm25,bm25,bm25,bm25,ce100,hybrid,ce20,bm25
fever:128461,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bi200,bi200,bi200
fever:128467,bm25,ce20,ce20,ce100,bm25,ce20,hybrid,ce20,hybrid,ce20
fever:128497,bm25,bm25,bm25,ce20,ce20,hybrid,bm25,hybrid,bi200,bm25
fever:12852,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25,hybrid,bm25
fever:128532,ce100,ce20,ce100,ce100,ce100,bi200,bi200,ce100,hybrid,hybrid
fever:128538,ce20,bm25,bm25,ce20,bm25,ce20,bi200,bm25,bm25,bm25
fever:128539,ce100,bm25,ce100,ce20,ce100,bi200,ce100,bm25,ce20,bm25
fever:128551,ce20,ce100,ce20,ce20,ce20,ce20,ce100,ce100,hybrid,ce20
fever:128575,bm25,ce100,bm25,bm25,bm25,bm25,bm25,bi200,ce20,ce20
fever:128584,bm25,bm25,bm25,bm25,ce20,ce20,bm25,bm25,bm25,ce20
fever:128601,ce20,ce20,ce20,bm25,ce100,ce20,ce100,ce100,ce100,ce20
fever:128606,ce100,ce100,ce100,ce100,ce100,bi200,hybrid,ce100,hybrid,hybrid
fever:128631,bm25,ce20,bm25,bm25,ce20,ce20,bm25,bm25,bm25,bm25
fever:128642,bm25,bm25,bm25,ce20,bm25,ce20,bm25,bm25,ce20,bm25
fever:128676,ce20,bm25,bm25,ce20,ce100,ce20,ce20,ce20,ce20,bm25
fever:128686,ce20,ce100,ce100,ce100,ce100,ce100,ce100,ce20,ce100,ce20
fever:128709,bm25,ce20,bm25,bm25,bm25,ce20,bi200,hybrid,ce20,bm25
fever:128720,bm25,ce20,ce20,ce20,ce20,ce20,ce100,ce20,bm25,bm25
fever:128723,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25
fever:128741,ce20,bm25,bm25,bm25,bm25,hybrid,ce100,hybrid,ce20,bm25
fever:128744,bm25,ce20,ce20,ce20,ce20,ce20,ce20,ce100,ce20,ce20
fever:128760,ce20,ce20,ce20,ce20,ce20,ce20,ce100,hybrid,ce20,ce20
fever:128768,bm25,ce20,bm25,bm25,ce100,hybrid,ce20,hybrid,hybrid,bi200
fever:128793,ce20,ce100,ce20,ce100,ce20,ce100,hybrid,bi200,ce20,ce100
fever:128807,ce20,ce100,ce100,ce100,ce100,hybrid,ce100,hybrid,hybrid,hybrid
fever:128826,ce20,bm25,bm25,ce20,ce20,ce20,ce20,hybrid,ce20,hybrid
fever:128827,bm25,ce20,ce20,ce20,ce20,ce20,bm25,ce20,ce20,ce20
fever:128837,bm25,ce20,bm25,bm25,bm25,hybrid,bm25,bm25,ce20,hybrid
fever:128843,bm25,ce20,bm25,bm25,bm25,ce20,ce100,ce20,ce20,ce20
fever:128844,ce20,ce100,ce100,bm25,ce100,ce100,bi200,bi200,hybrid,hybrid
fever:128856,ce20,ce100,ce20,ce100,bm25,bi200,ce100,bi200,bi200,hybrid
fever:128870,ce100,bm25,ce100,bm25,ce100,bi200,ce100,hybrid,hybrid,ce20
fever:128888,ce20,ce20,bm25,ce20,ce20,bi200,ce100,bi200,hybrid,ce20
fever:128896,bm25,bm25,bm25,ce20,bm25,ce20,bm25,hybrid,bi200,bi200
fever:128909,ce100,ce20,ce100,ce20,ce20,ce20,ce100,bm25,ce20,ce20
fever:128931,bm25,ce20,bm25,bm25,bm25,ce20,ce20,bm25,bm25,ce20
fever:128967,bm25,ce20,ce20,bm25,bm25,ce20,bm25,hybrid,hybrid,ce20
fever:128975,bm25,bm25,bm25,bm25,ce20,bm25,ce100,ce20,hybrid,bm25
fever:129006,bm25,ce20,bm25,bm25,bm25,ce20,bi200,bm25,bm25,bi200
fever:129011,ce100,ce20,ce20,ce100,ce20,ce20,bm25,ce20,ce20,bi200
fever:129026,ce20,ce20,ce20,ce20,ce20,ce20,ce100,ce20,ce20,ce20
fever:129051,bm25,ce100,ce100,bm25,bm25,ce100,bi200,hybrid,hybrid,hybrid
fever:129063,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,bm25
fever:129066,bm25,bm25,bm25,bm25,ce20,bm25,ce100,bm25,ce20,bi200
fever:129071,ce100,ce20,ce20,ce20,ce20,bi200,bi200,bi200,ce100,hybrid
fever:129088,ce20,bm25,ce20,bm25,bm25,ce20,ce20,ce20,bm25,bm25
fever:129093,bm25,ce100,bm25,bm25,bm25,ce100,bi200,bm25,ce20,bi200
fever:129108,ce100,ce20,ce100,ce20,ce100,ce20,ce100,ce100,bi200,hybrid
fever:129137,ce20,ce20,ce100,ce20,ce100,ce20,ce100,hybrid,ce20,bm25
fever:129171,ce100,ce100,ce20,ce100,ce20,hybrid,ce20,ce100,ce100,ce100
fever:129180,bm25,ce20,bm25,bm25,bm25,bi200,bi200,bm25,bi200,bi200
fever:129221,bm25,ce20,ce20,ce20,ce20,ce20,bm25,bm25,hybrid,bm25
fever:129239,ce20,bm25,ce20,bm25,ce20,ce20,ce100,ce20,ce20,ce20
fever:129241,bm25,bm25,bm25,ce20,ce20,bi200,bm25,hybrid,hybrid,bm25
fever:129248,ce20,ce20,ce20,bm25,ce20,bi200,ce100,hybrid,ce20,ce20
fever:129254,ce20,ce20,ce20,ce20,ce20,ce20,ce20,bm25,ce20,hybrid
fever:129255,bm25,bm25,bm25,bm25,bm25,bm25,ce100,ce20,bm25,ce20
fever:129305,ce20,bm25,bm25,ce20,bm25,bi200,ce20,bi200,bi200,bi200
fever:129352,ce20,ce20,bm25,ce20,bm25,ce20,ce100,ce20,ce20,ce20
fever:12936,ce100,ce100,ce100,ce20,ce100,bi200,bi200,bi200,bi200,bi200
fever:129369,ce100,ce100,ce100,bm25,bm25,ce100,ce100,bi200,hybrid,ce100
fever:129378,ce20,ce100,ce20,ce20,ce100,bi200,hybrid,hybrid,hybrid,hybrid
fever:129391,ce100,ce100,ce20,bm25,ce100,ce100,bm25,hybrid,hybrid,bm25
fever:129412,ce20,ce100,bm25,bm25,bm25,bm25,bi200,hybrid,bi200,hybrid
fever:129419,ce100,ce100,ce20,ce100,ce100,ce100,ce100,bm25,ce100,hybrid
fever:129420,ce100,ce100,bm25,bm25,ce100,bi200,ce100,bi200,hybrid,bi200
fever:129426,ce20,bm25,bm25,bm25,ce20,hybrid,bm25,hybrid,bm25,ce20
fever:12943,ce20,bm25,ce20,bm25,ce20,ce20,ce100,bm25,ce20,ce20
fever:129439,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25
fever:129441,ce20,bm25,ce20,ce100,ce100,bi200,ce100,bi200,hybrid,ce20
fever:129460,ce20,bm25,bm25,bm25,ce20,bi200,bm25,ce20,ce20,bm25
fever:129462,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,bm25
fever:129463,ce100,ce20,ce20,ce100,ce100,bi200,bi200,ce100,bi200,bi200
fever:12948,bm25,bm25,bm25,ce20,bm25,bm25,bm25,bm25,bm25,bm25
fever:129517,ce100,ce100,ce100,bm25,ce100,bi200,bi200,bi200,bi200,bi200
fever:129531,bm25,ce20,bm25,bm25,bm25,hybrid,bm25,hybrid,bm25,ce20
fever:129554,ce20,ce20,ce20,ce20,ce100,hybrid,hybrid,hybrid,hybrid,ce20
fever:129557,ce100,ce100,bm25,ce100,ce100,hybrid,hybrid,bi200,hybrid,bi200
fever:129558,ce20,ce20,ce20,bm25,ce20,ce100,ce100,ce20,bi200,ce20
fever:129570,bm25,ce100,bm25,bm25,bm25,bi200,bm25,bm25,bi200,bm25
fever:129575,ce20,ce100,ce100,ce20,ce100,ce100,ce100,bi200,hybrid,bi200
fever:129578,ce20,ce100,bm25,bm25,bm25,ce100,bm25,ce20,hybrid,bm25
fever:129601,bm25,ce20,ce20,bm25,ce20,ce20,bm25,ce100,ce20,bm25
fever:129632,bm25,ce100,ce20,bm25,ce20,ce20,ce100,ce20,ce100,hybrid
fever:129634,ce100,ce100,ce20,bm25,ce100,ce100,bi200,ce100,bi200,ce100
fever:129650,bm25,bm25,bm25,ce20,bm25,bi200,ce100,ce100,bi200,bi200
fever:129654,ce100,ce100,ce100,ce100,ce100,ce100,bi200,bi200,hybrid,bi200
fever:12967,ce20,bm25,ce20,ce20,ce20,ce100,ce100,ce100,bi200,hybrid
fever:129672,ce20,bm25,bm25,bm25,bm25,bi200,bi200,hybrid,hybrid,bi200
fever:129698,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,bm25
fever:129710,bm25,ce100,bm25,bm25,bm25,ce20,bi200,bm25,bi200,bm25
fever:129729,ce20,ce20,ce20,bm25,ce20,bi200,ce20,ce100,ce20,ce20
fever:129736,ce20,bm25,bm25,ce20,ce20,bi200,bm25,bm25,ce20,bm25
fever:129752,bm25,ce20,bm25,bm25,ce20,bi200,bi200,bm25,bi200,bi200
fever:129753,ce100,ce100,ce20,ce20,ce100,hybrid,ce20,hybrid,bi200,hybrid
fever:129767,ce20,ce20,ce20,bm25,ce20,bi200,ce20,ce20,ce20,ce20
fever:129780,bm25,bm25,ce20,ce100,ce100,ce20,ce20,ce20,ce20,ce20
fever:129805,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce20,hybrid,bm25
fever:129816,ce100,ce100,ce100,ce100,ce100,hybrid,ce100,bm25,hybrid,hybrid
fever:129818,ce20,ce20,ce20,ce20,ce100,bi200,ce100,ce100,ce20,ce20
fever:129819,bm25,ce20,bm25,ce20,ce20,bi200,bi200,hybrid,bi200,bi200
fever:129820,ce20,ce100,ce20,ce100,ce20,ce20,ce100,ce100,ce100,ce100
fever:129829,bm25,ce20,bm25,bm25,ce20,bi200,bm25,bm25,bm25,bm25
fever:129835,bm25,ce20,bm25,bm25,ce100,bi200,bm25,hybrid,bi200,hybrid
fever:129878,bm25,bm25,bm25,bm25,bm25,ce20,ce100,bm25,bm25,ce20
fever:12990,ce100,ce100,ce20,bm25,ce20,ce100,ce20,ce20,hybrid,hybrid
fever:129907,bm25,bm25,bm25,bm25,ce20,bi200,ce20,hybrid,bm25,hybrid
fever:129909,bm25,ce100,ce100,bm25,ce100,ce100,bm25,ce20,bm25,ce100
fever:129921,bm25,ce20,bm25,bm25,bm25,hybrid,bi200,bm25,bi200,bi200
fever:129932,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25
fever:129996,bm25,bm25,ce20,bm25,bm25,bm25,bm25,ce20,bm25,bm25
fever:130007,ce100,ce100,ce100,bm25,ce100,ce100,ce100,ce20,ce20,bm25
fever:13001,ce20,ce100,ce100,ce20,ce20,bi200,ce100,bi200,hybrid,hybrid
fever:130010,ce100,ce100,ce100,ce100,ce100,ce20,ce100,ce100,ce100,bi200
fever:130027,ce20,bm25,ce20,bm25,ce20,bi200,bi200,bi200,bi200,bi200
fever:130048,bm25,bm25,ce100,ce20,ce20,ce20,ce20,ce100,ce20,ce100
fever:130052,ce100,ce100,bm25,bm25,ce100,bi200,bi200,bi200,bi200,bi200
fever:130059,ce20,bm25,ce20,ce20,ce20,bi200,bi200,ce100,ce20,ce20
fever:130077,ce20,ce100,ce100,ce20,ce100,ce100,bm25,hybrid,ce20,hybrid
fever:130108,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25,ce20,bm25
fever:130146,ce20,ce20,ce20,ce20,ce20,bm25,hybrid,bi200,ce20,hybrid
fever:130147,bm25,ce20,ce20,ce20,ce20,bm25,ce20,hybrid,ce20,ce20
fever:130151,ce100,ce100,ce100,ce100,ce100,hybrid,bi200,hybrid,hybrid,hybrid
fever:130158,bm25,ce100,bm25,ce20,ce20,ce100,ce20,hybrid,ce100,bi200
fever:130181,bm25,ce100,ce20,bm25,ce20,ce20,ce100,ce20,ce20,ce20
fever:130204,bm25,ce100,ce20,ce20,ce20,bi200,bi200,bi200,bi200,bi200
fever:130220,ce100,ce100,ce20,ce100,ce100,ce20,ce100,hybrid,hybrid,hybrid
fever:130226,bm25,bm25,bm25,ce20,bm25,bi200,bm25,hybrid,ce20,bm25
fever:130248,ce100,ce100,ce100,ce100,ce100,bi200,ce100,bi200,ce100,bi200
fever:130289,bm25,ce100,ce100,bm25,ce100,bm25,ce100,bi200,bi200,bm25
fever:130301,ce20,bm25,ce20,bm25,ce20,ce100,ce100,hybrid,ce100,ce20
fever:130317,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce100,ce100,ce20
fever:130325,ce100,ce100,ce20,bm25,ce100,ce20,bi200,bi200,bi200,bi200
fever:130332,ce20,ce20,bm25,bm25,ce20,bi200,bm25,hybrid,hybrid,bi200
fever:130338,bm25,bm25,ce20,ce100,ce100,ce100,ce100,ce100,ce100,ce100
fever:130400,ce100,ce100,ce100,bm25,ce100,bm25,ce100,bm25,ce20,ce20
fever:130406,bm25,ce20,bm25,bm25,bm25,bm25,bm25,ce20,ce20,bm25
fever:130415,ce20,ce20,bm25,ce20,ce20,ce100,bi200,bm25,ce20,hybrid
fever:130501,bm25,bm25,bm25,bm25,bm25,hybrid,bm25,hybrid,hybrid,bm25
fever:130561,ce100,ce100,ce100,bm25,ce100,bi200,hybrid,hybrid,hybrid,ce100
fever:130593,ce20,ce20,ce20,ce20,ce20,bi200,ce20,ce100,ce100,ce20
fever:130611,bm25,ce100,ce20,ce20,ce100,bi200,bi200,bi200,hybrid,bi200
